"","x","y","ISO3","HV001","REGCODE","IsRural","cattle","goat","sheep","chicken"
"1",39.345773,10.193657,"ETH",1,3,1,0.933333333333333,0,0.733333333333333,1
"2",38.750949,9.02825,"ETH",2,14,0,0.0344827586206897,0,0,0.0344827586206897
"3",42.137039,9.332589,"ETH",3,13,1,0.733333333333333,0.533333333333333,0.1,0.5
"4",42.113398,9.318443,"ETH",4,13,0,0,0,0.0357142857142857,0.142857142857143
"5",40.036524,4.485986,"ETH",5,5,1,0.653846153846154,0.730769230769231,0.807692307692308,0.192307692307692
"6",34.932796,10.274364,"ETH",6,6,1,0,0.592592592592593,0.037037037037037,0.592592592592593
"7",40.200158,8.620598,"ETH",7,4,1,0.733333333333333,0.433333333333333,0.366666666666667,0.733333333333333
"8",37.351075,5.327592,"ETH",8,7,1,0.551724137931034,0.517241379310345,0.862068965517241,0.689655172413793
"9",38.763376,8.907318,"ETH",9,14,0,0.0769230769230769,0,0.0384615384615385,0.0384615384615385
"10",38.447627,7.740446,"ETH",10,4,1,0.862068965517241,0.586206896551724,0.310344827586207,0.655172413793103
"11",37.817592,7.563261,"ETH",12,7,1,0.866666666666667,0.0666666666666667,0.333333333333333,0.633333333333333
"12",37.878806,7.151747,"ETH",14,7,1,0.785714285714286,0.0714285714285714,0.25,0.428571428571429
"13",37.862739,6.702506,"ETH",16,7,1,0.75,0.25,0.214285714285714,0.5
"14",39.515461,7.600196,"ETH",17,4,1,0.9,0.1,0.566666666666667,0.6
"15",37.814233,10.493381,"ETH",18,3,1,0.862068965517241,0,0.758620689655172,0.517241379310345
"16",0,0,"ETH",19,1,0,0.0740740740740741,0,0,0.0740740740740741
"17",38.083217,11.426969,"ETH",20,3,1,0.833333333333333,0.6,0.266666666666667,0.766666666666667
"18",39.898243,13.641318,"ETH",21,2,1,0,0.892857142857143,0.142857142857143,0
"19",38.775134,9.012966,"ETH",22,14,0,0.0344827586206897,0,0,0.0344827586206897
"20",38.772059,9.004771,"ETH",23,14,0,0.0344827586206897,0,0,0
"21",38.731417,9.027383,"ETH",24,14,0,0,0,0,0
"22",33.9925,8.449555,"ETH",25,12,1,0.5,0.5,0.233333333333333,0.666666666666667
"23",40.604658,10.078026,"ETH",26,2,1,0.758620689655172,0.931034482758621,0.896551724137931,0
"24",38.078384,7.814408,"ETH",27,7,1,0.9,0.4,0.133333333333333,0.7
"25",42.206522,9.329136,"ETH",28,13,1,0.827586206896552,0.655172413793103,0.0344827586206897,0.241379310344828
"26",36.980803,10.432837,"ETH",29,3,1,0.827586206896552,0,0.517241379310345,0.689655172413793
"27",35.059032,7.43769,"ETH",30,12,1,0.0740740740740741,0,0.111111111111111,0.666666666666667
"28",0,0,"ETH",32,3,0,0.0714285714285714,0.107142857142857,0.178571428571429,0.178571428571429
"29",40.176224,10.755926,"ETH",33,2,1,0.565217391304348,0.652173913043478,0.260869565217391,0
"30",38.736286,9.046293,"ETH",34,14,0,0,0,0,0
"31",38.270664,11.62999,"ETH",35,3,1,0.96551724137931,0.206896551724138,0.689655172413793,0.517241379310345
"32",38.7978,9.007752,"ETH",36,14,0,0.0333333333333333,0,0.0333333333333333,0.133333333333333
"33",39.073141,7.505442,"ETH",37,4,1,0.96551724137931,0.0344827586206897,0.827586206896552,0.655172413793103
"34",38.729473,9.846862,"ETH",38,4,1,0.833333333333333,0.3,0.1,0.766666666666667
"35",36.478538,11.570609,"ETH",39,3,1,0.518518518518518,0.0740740740740741,0.0740740740740741,0.407407407407407
"36",34.37693,10.27373,"ETH",40,6,1,0.0416666666666667,0.166666666666667,0,0.458333333333333
"37",42.144492,9.260024,"ETH",41,13,1,0.724137931034483,0.448275862068966,0.0344827586206897,0.413793103448276
"38",38.609049,6.893923,"ETH",42,7,1,0.766666666666667,0.0666666666666667,0.166666666666667,0.133333333333333
"39",37.992299,10.498989,"ETH",43,3,0,0.08,0,0.04,0.04
"40",41.791886,9.609731,"ETH",44,15,0,0,0,0.0344827586206897,0.103448275862069
"41",38.879544,14.075644,"ETH",46,1,1,0.866666666666667,0.566666666666667,0.233333333333333,0.866666666666667
"42",38.072733,8.258053,"ETH",47,7,1,0.892857142857143,0.535714285714286,0.0357142857142857,0.535714285714286
"43",42.273173,4.592231,"ETH",48,5,1,0.517241379310345,0.620689655172414,0.241379310344828,0
"44",43.709546,9.202416,"ETH",49,5,1,0.62962962962963,0.888888888888889,0.740740740740741,0
"45",39.051472,14.297822,"ETH",50,1,1,0.833333333333333,0.333333333333333,0.1,0.566666666666667
"46",41.826218,9.492382,"ETH",51,15,1,0.866666666666667,0.8,0.566666666666667,0.633333333333333
"47",39.203501,9.102768,"ETH",53,4,1,0.931034482758621,0.103448275862069,0.517241379310345,0.689655172413793
"48",36.147199,10.611664,"ETH",54,6,1,0.0344827586206897,0.137931034482759,0.0689655172413793,0.862068965517241
"49",38.400606,6.664828,"ETH",55,7,1,0.566666666666667,0.2,0,0.466666666666667
"50",39.08943,3.536337,"ETH",56,5,1,0.111111111111111,0.222222222222222,0.148148148148148,0.111111111111111
"51",0,0,"ETH",57,2,0,0.115384615384615,0.461538461538462,0.230769230769231,0.230769230769231
"52",36.169128,10.464768,"ETH",58,6,1,0.357142857142857,0.5,0.107142857142857,0.392857142857143
"53",41.84623,9.606897,"ETH",59,15,0,0,0,0.0740740740740741,0.0740740740740741
"54",43.455662,9.361962,"ETH",60,5,1,0.925925925925926,0.703703703703704,0.62962962962963,0
"55",34.515246,9.931243,"ETH",61,6,1,0.666666666666667,0.0666666666666667,0.0333333333333333,0.566666666666667
"56",41.601221,11.637527,"ETH",62,2,1,0.928571428571429,0.535714285714286,0.535714285714286,0
"57",33.321854,8.21933,"ETH",63,12,1,0.866666666666667,0.666666666666667,0.233333333333333,0.533333333333333
"58",37.611555,13.802279,"ETH",64,1,1,0.8,0.233333333333333,0.166666666666667,0.5
"59",40.452641,12.188915,"ETH",65,2,1,0.344827586206897,1,0.931034482758621,0
"60",40.006136,12.891084,"ETH",66,2,1,0.0666666666666667,1,0.3,0
"61",39.843572,11.716484,"ETH",67,3,1,0.851851851851852,0.518518518518518,0.0740740740740741,0.925925925925926
"62",40.25947,11.443945,"ETH",68,2,1,0.185185185185185,1,0.925925925925926,0
"63",39.849897,13.429626,"ETH",69,2,1,0.0769230769230769,1,0.5,0
"64",39.26718,12.502571,"ETH",71,1,1,0.642857142857143,0.285714285714286,0.0357142857142857,0.75
"65",0,0,"ETH",72,12,0,0,0.08,0,0.2
"66",38.354715,7.055244,"ETH",73,7,1,1,0.321428571428571,0.142857142857143,0.464285714285714
"67",42.167007,9.341788,"ETH",74,13,1,0.666666666666667,0.833333333333333,0.133333333333333,0.5
"68",38.942301,5.839275,"ETH",75,4,1,0.827586206896552,0.344827586206897,0.0689655172413793,0.758620689655172
"69",41.624643,9.214137,"ETH",76,4,1,0.777777777777778,0.333333333333333,0.111111111111111,0.666666666666667
"70",37.983065,14.01388,"ETH",77,1,1,0.96551724137931,0.724137931034483,0.0689655172413793,0.793103448275862
"71",42.047215,9.384087,"ETH",78,4,1,0.827586206896552,0.517241379310345,0.172413793103448,0.620689655172414
"72",39.974123,12.144462,"ETH",79,2,0,0.178571428571429,0.285714285714286,0.178571428571429,0.0714285714285714
"73",40.129013,9.534667,"ETH",80,2,1,0.52,1,0.84,0
"74",37.823478,6.959233,"ETH",81,7,1,0.833333333333333,0,0.166666666666667,0.3
"75",38.831653,9.046451,"ETH",82,14,0,0,0.037037037037037,0.037037037037037,0.111111111111111
"76",37.90952,9.33506,"ETH",83,4,1,0.689655172413793,0.137931034482759,0.310344827586207,0.689655172413793
"77",40.010596,11.600675,"ETH",84,2,0,0.107142857142857,0.222222222222222,0.111111111111111,0
"78",40.599995,10.086695,"ETH",85,2,1,0.607142857142857,0.821428571428571,0.75,0
"79",38.632335,14.0214,"ETH",86,1,1,0.6,0.433333333333333,0.3,0.7
"80",39.382157,9.488172,"ETH",87,3,1,0.931034482758621,0.0344827586206897,0.862068965517241,0.655172413793103
"81",38.461697,8.079348,"ETH",88,7,1,0.586206896551724,0.172413793103448,0.310344827586207,0.413793103448276
"82",38.275322,11.227634,"ETH",89,3,1,0.7,0.133333333333333,0.233333333333333,0.566666666666667
"83",37.591523,10.553829,"ETH",90,3,1,0.571428571428571,0,0.214285714285714,0.464285714285714
"84",35.203597,11.625263,"ETH",91,6,1,0.366666666666667,0.666666666666667,0,0.866666666666667
"85",40.158629,8.987623,"ETH",92,2,0,0,0,0.111111111111111,0.037037037037037
"86",39.330929,4.024618,"ETH",93,5,1,0.636363636363636,0.545454545454545,0.181818181818182,0
"87",36.295669,10.774784,"ETH",94,3,1,0.833333333333333,0.166666666666667,0.1,0.666666666666667
"88",41.736424,9.492408,"ETH",95,15,1,0.8,0.733333333333333,0.3,0.666666666666667
"89",38.762645,8.964448,"ETH",96,14,0,0,0,0,0.037037037037037
"90",37.872994,7.806356,"ETH",97,7,1,0.928571428571429,0.0357142857142857,0.535714285714286,0.285714285714286
"91",0,0,"ETH",98,5,0,0.142857142857143,0.321428571428571,0.0357142857142857,0.178571428571429
"92",39.956227,11.686024,"ETH",99,2,1,0.588235294117647,0.882352941176471,0.705882352941177,0
"93",34.769721,10.205226,"ETH",100,6,1,0,0.407407407407407,0.148148148148148,0.555555555555556
"94",42.137999,9.220725,"ETH",101,13,1,0.733333333333333,0.533333333333333,0.233333333333333,0.3
"95",38.695201,8.986108,"ETH",103,14,0,0.037037037037037,0,0.037037037037037,0.111111111111111
"96",38.234579,9.990302,"ETH",104,4,0,0.233333333333333,0.0666666666666667,0.233333333333333,0.2
"97",36.837899,6.231033,"ETH",105,7,1,0.666666666666667,0.166666666666667,0.1,0.466666666666667
"98",40.77537,12.058446,"ETH",106,2,1,0.230769230769231,1,0.730769230769231,0
"99",35.203708,7.408155,"ETH",107,12,1,0.344827586206897,0,0.206896551724138,0.517241379310345
"100",38.233367,8.460928,"ETH",108,4,0,0.24,0,0.12,0.28
"101",42.330861,9.721962,"ETH",110,15,1,0.32,0.84,0.52,0.2
"102",0,0,"ETH",111,12,0,0.0357142857142857,0,0,0.285714285714286
"103",35.622175,10.177735,"ETH",112,6,1,0.444444444444444,0.444444444444444,0,0.888888888888889
"104",36.833821,8.954762,"ETH",113,4,1,0.9,0.133333333333333,0.566666666666667,0.933333333333333
"105",42.117219,9.295071,"ETH",114,13,0,0,0.0384615384615385,0,0.192307692307692
"106",36.679508,11.760042,"ETH",115,3,1,0.931034482758621,0.275862068965517,0.0344827586206897,0.758620689655172
"107",34.593822,8.270779,"ETH",116,12,0,0,0,0.04,0.2
"108",39.531366,8.998897,"ETH",117,3,1,0.821428571428571,0.357142857142857,0.357142857142857,0.75
"109",35.66608,10.625209,"ETH",118,6,1,0.703703703703704,0.037037037037037,0,0.37037037037037
"110",38.92999,10.757323,"ETH",119,3,1,0.733333333333333,0.233333333333333,0.133333333333333,0.733333333333333
"111",42.484599,9.349054,"ETH",120,4,1,0.62962962962963,0.592592592592593,0.111111111111111,0.111111111111111
"112",38.24442,6.200712,"ETH",121,7,1,0.241379310344828,0,0.448275862068966,0.517241379310345
"113",36.938889,12.814695,"ETH",122,3,1,0.933333333333333,0.9,0,0.866666666666667
"114",38.116287,11.779336,"ETH",123,3,1,0.862068965517241,0.137931034482759,0.724137931034483,0.655172413793103
"115",39.007966,9.011168,"ETH",124,4,1,0.793103448275862,0.0344827586206897,0.655172413793103,0.689655172413793
"116",35.30352,7.708731,"ETH",125,7,1,0.703703703703704,0.148148148148148,0.333333333333333,0.888888888888889
"117",42.107358,9.273567,"ETH",126,13,1,0.678571428571429,0.642857142857143,0,0.392857142857143
"118",42.146573,9.311824,"ETH",128,13,0,0.0666666666666667,0.133333333333333,0.0333333333333333,0.166666666666667
"119",37.659933,7.19565,"ETH",130,7,0,0.379310344827586,0.0689655172413793,0,0.137931034482759
"120",39.151235,14.14048,"ETH",131,1,1,0.821428571428571,0.5,0.0357142857142857,0.678571428571429
"121",37.51442,8.418736,"ETH",132,7,1,0.291666666666667,0.166666666666667,0.0833333333333333,0.25
"122",39.856744,12.370305,"ETH",133,2,1,0.0384615384615385,0.423076923076923,0.148148148148148,0
"123",36.860574,6.649326,"ETH",135,7,1,0.733333333333333,0.133333333333333,0.8,0.466666666666667
"124",35.87395,10.588541,"ETH",136,6,1,0.666666666666667,0.296296296296296,0.259259259259259,0.777777777777778
"125",42.108373,9.295803,"ETH",137,13,0,0,0,0,0.0740740740740741
"126",42.033091,9.544242,"ETH",138,15,1,0.933333333333333,0.833333333333333,0.366666666666667,0.8
"127",38.28026,14.090666,"ETH",139,1,0,0.0833333333333333,0,0,0.166666666666667
"128",40.086288,9.270422,"ETH",140,2,1,0.666666666666667,0.666666666666667,0.5,0.333333333333333
"129",38.794885,9.060501,"ETH",141,14,0,0,0,0,0
"130",34.697505,10.403004,"ETH",142,6,1,0,0.535714285714286,0.0357142857142857,0.5
"131",38.165148,6.665251,"ETH",143,7,1,0.896551724137931,0.620689655172414,0.103448275862069,0.689655172413793
"132",39.228723,7.207057,"ETH",145,4,1,0.933333333333333,0.333333333333333,0.366666666666667,0.766666666666667
"133",38.58894,7.166372,"ETH",147,4,1,0.724137931034483,0.137931034482759,0.379310344827586,0.344827586206897
"134",38.196737,14.421851,"ETH",148,1,1,0.307692307692308,0.115384615384615,0.0384615384615385,0.269230769230769
"135",38.136867,8.28586,"ETH",149,7,1,0.814814814814815,0.444444444444444,0.111111111111111,0.592592592592593
"136",42.12293,9.305841,"ETH",150,13,0,0,0,0,0.04
"137",38.142556,10.278792,"ETH",151,3,1,0.642857142857143,0,0.392857142857143,0.178571428571429
"138",38.290737,6.857857,"ETH",152,7,1,0.724137931034483,0.172413793103448,0.206896551724138,0.448275862068966
"139",0,0,"ETH",153,5,0,0.103448275862069,0.379310344827586,0.103448275862069,0.172413793103448
"140",37.444747,12.553396,"ETH",154,3,0,0.291666666666667,0,0.0833333333333333,0.416666666666667
"141",0,0,"ETH",155,5,1,0.785714285714286,0.964285714285714,0.75,0
"142",38.729116,8.961926,"ETH",156,14,0,0,0,0,0.0384615384615385
"143",35.134359,10.214614,"ETH",157,6,1,0.107142857142857,0.428571428571429,0.178571428571429,0.535714285714286
"144",33.723724,8.340543,"ETH",158,12,1,0.68,0.28,0.16,0.16
"145",41.810422,9.592528,"ETH",159,15,0,0.0384615384615385,0.153846153846154,0.0769230769230769,0.153846153846154
"146",35.236252,7.249653,"ETH",160,12,1,0.448275862068966,0,0.0344827586206897,0.620689655172414
"147",33.565085,8.265826,"ETH",161,12,1,0.821428571428571,0.464285714285714,0.285714285714286,0.571428571428571
"148",38.757649,9.041278,"ETH",162,14,0,0,0,0,0
"149",41.079097,11.736771,"ETH",164,2,0,0,0.230769230769231,0.0769230769230769,0.0769230769230769
"150",0,0,"ETH",165,4,0,0.517241379310345,0.137931034482759,0.413793103448276,0.206896551724138
"151",36.207015,10.357246,"ETH",166,6,1,0.6,0.333333333333333,0.233333333333333,0.566666666666667
"152",38.689175,9.015758,"ETH",167,14,0,0.0344827586206897,0,0,0.137931034482759
"153",42.097144,9.333878,"ETH",169,13,1,0.655172413793103,0.655172413793103,0,0.551724137931034
"154",41.863475,9.58056,"ETH",170,15,0,0.0357142857142857,0.0357142857142857,0.0714285714285714,0.142857142857143
"155",39.127639,11.420677,"ETH",171,3,1,0.7,0.366666666666667,0.1,0.466666666666667
"156",38.605778,7.198921,"ETH",172,4,0,0,0,0,0.037037037037037
"157",38.783107,8.882464,"ETH",173,14,0,0,0,0,0
"158",37.977752,13.197632,"ETH",174,3,1,0.464285714285714,0.178571428571429,0.5,0.714285714285714
"159",39.030022,6.72886,"ETH",176,4,1,1,0.0344827586206897,0.931034482758621,0.103448275862069
"160",39.586817,13.932061,"ETH",177,1,1,0.666666666666667,0.233333333333333,0.6,0.866666666666667
"161",42.116678,9.307275,"ETH",179,13,0,0.037037037037037,0.0740740740740741,0,0.185185185185185
"162",38.463458,13.960116,"ETH",180,1,1,0.733333333333333,0.366666666666667,0.166666666666667,0.566666666666667
"163",37.852809,11.529847,"ETH",181,3,1,0.866666666666667,0.233333333333333,0.666666666666667,0.4
"164",41.838974,9.580768,"ETH",182,15,0,0,0.0769230769230769,0,0.115384615384615
"165",36.064267,12.7063,"ETH",183,3,1,0.7,0.4,0,0.833333333333333
"166",38.342315,7.785052,"ETH",184,7,1,0.689655172413793,0.241379310344828,0.482758620689655,0.724137931034483
"167",33.974835,8.29376,"ETH",185,12,1,0.958333333333333,0.666666666666667,0.5,0.458333333333333
"168",38.796435,9.028166,"ETH",186,14,0,0,0,0,0.05
"169",40.825452,6.747855,"ETH",187,4,1,0.892857142857143,0.857142857142857,0.25,0.321428571428571
"170",36.880556,11.644754,"ETH",188,3,1,0.758620689655172,0.551724137931034,0.137931034482759,0.724137931034483
"171",36.278523,11.312034,"ETH",189,6,1,0.666666666666667,0.1,0,0.633333333333333
"172",40.297925,12.635948,"ETH",191,2,1,0.807692307692308,0.961538461538462,0.769230769230769,0
"173",39.533266,13.932263,"ETH",192,1,1,0.8,0.166666666666667,0.6,0.8
"174",36.201841,10.694751,"ETH",193,6,1,0.620689655172414,0.206896551724138,0,0.689655172413793
"175",41.849621,9.584954,"ETH",194,15,0,0,0,0,0
"176",38.660176,13.665906,"ETH",195,1,1,0.892857142857143,0.892857142857143,0,0.892857142857143
"177",33.931674,8.338307,"ETH",196,12,1,0.875,0.541666666666667,0.347826086956522,0.625
"178",38.753029,9.052006,"ETH",197,14,0,0,0,0,0.0344827586206897
"179",38.664201,6.616066,"ETH",198,7,1,0.821428571428571,0,0.285714285714286,0.285714285714286
"180",39.079839,8.121033,"ETH",199,4,1,0.866666666666667,0.433333333333333,0.4,0.6
"181",41.937413,9.493481,"ETH",200,15,1,0.758620689655172,0.862068965517241,0.689655172413793,0.793103448275862
"182",0,0,"ETH",201,7,0,0,0.0384615384615385,0,0.115384615384615
"183",37.349333,5.825323,"ETH",202,7,1,0.777777777777778,0.555555555555556,0,0.814814814814815
"184",41.870808,9.583644,"ETH",203,15,0,0,0,0.0333333333333333,0.0333333333333333
"185",34.842758,10.629239,"ETH",204,6,1,0.148148148148148,0.703703703703704,0,0.666666666666667
"186",41.874324,9.596823,"ETH",205,15,0,0.0740740740740741,0.148148148148148,0.037037037037037,0.0740740740740741
"187",34.592174,8.25027,"ETH",206,12,0,0,0.037037037037037,0,0.222222222222222
"188",35.918422,7.210353,"ETH",207,7,1,0.933333333333333,0.3,0.533333333333333,0.766666666666667
"189",35.364967,10.735201,"ETH",209,6,1,0.266666666666667,0.466666666666667,0.0666666666666667,0.733333333333333
"190",42.623726,10.433306,"ETH",210,5,1,0,0.888888888888889,0.444444444444444,0
"191",38.8254,9.01632,"ETH",212,14,0,0,0,0,0.0357142857142857
"192",38.00269,14.171476,"ETH",213,1,1,0.966666666666667,0.7,0,0.7
"193",38.834488,8.991235,"ETH",214,14,0,0.137931034482759,0.0344827586206897,0.0689655172413793,0.103448275862069
"194",41.444101,11.568997,"ETH",215,2,0,0,0.0357142857142857,0.0357142857142857,0
"195",38.549337,13.855833,"ETH",217,1,1,0.866666666666667,0.666666666666667,0.0666666666666667,0.8
"196",37.564976,11.782912,"ETH",218,3,0,0,0,0.107142857142857,0.321428571428571
"197",39.242998,10.273608,"ETH",219,3,1,0.8,0.133333333333333,0.733333333333333,0.833333333333333
"198",38.21724,6.160782,"ETH",222,7,0,0.037037037037037,0,0.148148148148148,0.185185185185185
"199",35.343318,7.334777,"ETH",223,12,1,0.733333333333333,0.166666666666667,0.333333333333333,0.7
"200",39.557992,12.792482,"ETH",224,1,0,0.0333333333333333,0,0,0.0666666666666667
"201",39.414286,12.258771,"ETH",225,3,1,0.423076923076923,0.307692307692308,0.0384615384615385,0.461538461538462
"202",39.294139,12.931843,"ETH",226,1,1,0.689655172413793,0.448275862068966,0,0.827586206896552
"203",37.594558,12.158508,"ETH",227,3,1,0.793103448275862,0,0.310344827586207,0.758620689655172
"204",39.822564,9.390977,"ETH",228,2,1,0.740740740740741,0.555555555555556,0.222222222222222,0.703703703703704
"205",37.025734,9.710255,"ETH",229,4,1,0.866666666666667,0.233333333333333,0.6,0.6
"206",36.239661,11.293705,"ETH",230,6,0,0.192307692307692,0.0384615384615385,0.115384615384615,0.153846153846154
"207",39.957372,12.230156,"ETH",231,2,1,0.7,1,0.85,0
"208",36.257152,9.898865,"ETH",232,4,1,0.586206896551724,0.0689655172413793,0.448275862068966,0.379310344827586
"209",39.295143,3.768483,"ETH",233,5,1,0.551724137931034,0.586206896551724,0.482758620689655,0.310344827586207
"210",38.765633,6.642908,"ETH",234,7,1,0.964285714285714,0.0357142857142857,0.642857142857143,0.428571428571429
"211",39.481689,13.581973,"ETH",235,1,1,0.666666666666667,0.0666666666666667,0.0666666666666667,0.633333333333333
"212",41.739993,9.480511,"ETH",236,15,1,0.607142857142857,0.535714285714286,0.285714285714286,0.535714285714286
"213",38.717396,9.069351,"ETH",238,14,0,0,0,0,0.0344827586206897
"214",36.838909,5.96139,"ETH",239,7,1,0.862068965517241,0.448275862068966,0.0344827586206897,0.448275862068966
"215",41.278403,5.382789,"ETH",240,5,1,0.260869565217391,0.91304347826087,0.304347826086957,0
"216",39.263774,13.752605,"ETH",241,1,1,0.766666666666667,0.2,0.0666666666666667,0.466666666666667
"217",37.638303,7.134516,"ETH",242,7,1,0.933333333333333,0.133333333333333,0.133333333333333,0.5
"218",35.95318,6.758279,"ETH",243,7,1,0.72,0.16,0.56,0.56
"219",39.116107,8.596845,"ETH",244,4,0,0.0714285714285714,0,0.0357142857142857,0.214285714285714
"220",38.870685,13.274769,"ETH",245,1,1,0.689655172413793,0.551724137931034,0.379310344827586,0.620689655172414
"221",39.711392,13.830662,"ETH",246,1,1,0.714285714285714,0.0357142857142857,0.5,0.75
"222",39.15119,13.928962,"ETH",247,1,1,0.827586206896552,0.655172413793103,0.206896551724138,0.896551724137931
"223",37.83587,7.759957,"ETH",248,7,1,0.857142857142857,0.0357142857142857,0.464285714285714,0.535714285714286
"224",38.141,14.120227,"ETH",249,1,1,0.896551724137931,0.620689655172414,0,0.758620689655172
"225",41.898267,5.462248,"ETH",250,5,1,0.625,0.875,0.5625,0
"226",0,0,"ETH",251,6,0,0.703703703703704,0.555555555555556,0.111111111111111,0.814814814814815
"227",37.37665,6.314834,"ETH",252,7,1,0.964285714285714,0.107142857142857,0.0714285714285714,0.464285714285714
"228",35.550097,11.155706,"ETH",253,6,1,0.464285714285714,0.785714285714286,0.285714285714286,0.857142857142857
"229",37.322113,8.975787,"ETH",254,4,1,0.655172413793103,0,0.172413793103448,0.586206896551724
"230",39.072183,10.289482,"ETH",255,3,1,0.724137931034483,0.344827586206897,0.0344827586206897,0.655172413793103
"231",37.620495,8.685114,"ETH",257,4,1,0.896551724137931,0.206896551724138,0.793103448275862,0.551724137931034
"232",36.586385,7.804025,"ETH",259,4,1,0.7,0.0333333333333333,0.366666666666667,0.533333333333333
"233",39.705485,14.057055,"ETH",260,1,1,0.896551724137931,0.0689655172413793,0.758620689655172,0.827586206896552
"234",33.516317,8.371672,"ETH",261,12,1,0.428571428571429,0.428571428571429,0.285714285714286,0.357142857142857
"235",37.502356,8.867904,"ETH",262,4,1,0.666666666666667,0.0666666666666667,0.0666666666666667,0.666666666666667
"236",35.514628,9.274346,"ETH",264,4,1,0.633333333333333,0.0333333333333333,0.333333333333333,0.833333333333333
"237",38.724422,9.0291,"ETH",265,14,0,0,0,0,0
"238",41.906017,4.240002,"ETH",266,5,1,0.571428571428571,0.857142857142857,0.464285714285714,0.75
"239",34.837165,8.022507,"ETH",267,12,1,0,0,0.148148148148148,0.666666666666667
"240",43.790264,8.975207,"ETH",268,5,1,0.416666666666667,0.875,0.833333333333333,0
"241",35.767035,10.621053,"ETH",269,6,1,0.62962962962963,0,0,0.777777777777778
"242",42.093457,9.553909,"ETH",270,15,1,0.482758620689655,0.758620689655172,0.448275862068966,0.827586206896552
"243",37.965559,12.210884,"ETH",271,3,1,0.862068965517241,0.448275862068966,0.241379310344828,0.517241379310345
"244",38.68998,9.062915,"ETH",272,14,0,0,0,0,0.0333333333333333
"245",37.575257,6.939324,"ETH",273,7,1,0.933333333333333,0.466666666666667,0.333333333333333,0.733333333333333
"246",36.85652,13.996154,"ETH",274,1,0,0.517241379310345,0.172413793103448,0.172413793103448,0.310344827586207
"247",42.12527,9.320619,"ETH",275,13,0,0,0,0,0.133333333333333
"248",34.794612,10.326796,"ETH",276,6,1,0,0.413793103448276,0.0344827586206897,0.241379310344828
"249",36.590798,7.858091,"ETH",277,4,0,0.133333333333333,0.0333333333333333,0.0333333333333333,0.0666666666666667
"250",39.456689,9.54783,"ETH",278,3,0,0.307692307692308,0,0.115384615384615,0.153846153846154
"251",40.679914,7.135258,"ETH",279,4,1,0.866666666666667,0.4,0,0.266666666666667
"252",39.238616,12.840557,"ETH",280,3,1,0.8,0.366666666666667,0.1,0.733333333333333
"253",36.201016,11.377761,"ETH",281,6,1,0.827586206896552,0.413793103448276,0.172413793103448,0.896551724137931
"254",37.8719,7.423236,"ETH",282,7,1,0.896551724137931,0.241379310344828,0.137931034482759,0.689655172413793
"255",37.039177,6.876769,"ETH",283,7,1,0.9,0,0.533333333333333,0.6
"256",37.212779,5.570489,"ETH",284,7,1,0.821428571428571,0.178571428571429,0.357142857142857,0.607142857142857
"257",41.837638,9.575932,"ETH",285,15,0,0.0344827586206897,0.172413793103448,0.0344827586206897,0.310344827586207
"258",42.064895,9.539968,"ETH",286,15,1,0.724137931034483,0.827586206896552,0.379310344827586,0.862068965517241
"259",39.435087,13.944644,"ETH",287,1,1,0.8,0,0.466666666666667,0.933333333333333
"260",37.416342,11.592296,"ETH",288,3,0,0.115384615384615,0,0,0.230769230769231
"261",38.787811,8.856469,"ETH",289,14,0,0,0,0,0.0344827586206897
"262",42.792843,9.348411,"ETH",290,5,0,0,0,0,0.142857142857143
"263",40.304842,8.485472,"ETH",291,4,1,0.766666666666667,0.266666666666667,0.133333333333333,0.266666666666667
"264",40.034698,8.795927,"ETH",292,4,1,0.103448275862069,0.103448275862069,0.0689655172413793,0.137931034482759
"265",39.75101,11.170423,"ETH",293,3,1,0.966666666666667,0.3,0.4,0.833333333333333
"266",34.659823,9.850012,"ETH",294,6,1,0.6,0.2,0.0333333333333333,0.433333333333333
"267",42.065223,4.42493,"ETH",295,5,1,0.566666666666667,0.566666666666667,0.5,0.6
"268",40.084869,11.672553,"ETH",296,2,1,0.692307692307692,0.846153846153846,0.346153846153846,0
"269",40.832919,8.832609,"ETH",297,4,1,0.8,0.333333333333333,0.0666666666666667,0.733333333333333
"270",40.147277,14.53524,"ETH",299,2,1,0.7,0.533333333333333,0.566666666666667,0
"271",39.234715,11.64614,"ETH",300,3,1,0.933333333333333,0,0.766666666666667,0.9
"272",37.26585,7.622648,"ETH",301,4,1,0.655172413793103,0.137931034482759,0.448275862068966,0.482758620689655
"273",36.227864,10.453706,"ETH",302,6,1,0.655172413793103,0.206896551724138,0.0689655172413793,0.655172413793103
"274",38.022072,7.134561,"ETH",303,7,1,0.724137931034483,0.379310344827586,0.103448275862069,0.413793103448276
"275",42.124718,9.310363,"ETH",305,13,0,0,0.0357142857142857,0.0357142857142857,0.142857142857143
"276",36.28311,11.075396,"ETH",306,6,1,0.52,0.32,0.36,0.8
"277",38.473454,5.709177,"ETH",307,4,1,0.241379310344828,0,0.241379310344828,0.275862068965517
"278",41.868946,9.589379,"ETH",308,15,0,0.0333333333333333,0.1,0.0666666666666667,0.0333333333333333
"279",38.829596,9.012328,"ETH",309,14,0,0.0333333333333333,0.0333333333333333,0,0.1
"280",38.575628,6.968574,"ETH",310,7,1,0.814814814814815,0.0740740740740741,0.037037037037037,0.592592592592593
